"Страна";"Дата";"Заражений";"Выздоровлений";"Смертей";"Заражений за день";"Выздоровлений за день";"Смертей за день"
Новая Зеландия;17.02.2020;0;0;0;0;0;0
Новая Зеландия;17.03.2020;12;0;0;4;0;0
Новая Зеландия;17.04.2020;1409;816;11;8;46;2
Новая Зеландия;18.02.2020;0;0;0;0;0;0
Новая Зеландия;18.03.2020;20;0;0;8;0;0
Новая Зеландия;18.04.2020;1422;867;11;13;51;0
Новая Зеландия;19.02.2020;0;0;0;0;0;0
Новая Зеландия;19.03.2020;28;0;0;8;0;0
Новая Зеландия;19.04.2020;1431;912;12;9;45;1
Новая Зеландия;20.02.2020;0;0;0;0;0;0
Новая Зеландия;20.03.2020;39;0;0;11;0;0
Новая Зеландия;20.04.2020;1440;974;12;9;62;0
Новая Зеландия;21.02.2020;0;0;0;0;0;0
Новая Зеландия;21.03.2020;52;0;0;13;0;0
Новая Зеландия;21.04.2020;1445;1006;13;5;32;1
Новая Зеландия;22.01.2020;0;0;0;0;0;0
Новая Зеландия;22.02.2020;0;0;0;0;0;0
Новая Зеландия;22.03.2020;102;0;0;50;0;0
Новая Зеландия;22.04.2020;1451;1036;14;6;30;1
Новая Зеландия;23.01.2020;0;0;0;0;0;0
Новая Зеландия;23.02.2020;0;0;0;0;0;0
Новая Зеландия;23.03.2020;102;0;0;0;0;0
Новая Зеландия;23.04.2020;1456;1095;17;5;59;3
Новая Зеландия;24.01.2020;0;0;0;0;0;0
Новая Зеландия;24.02.2020;0;0;0;0;0;0
Новая Зеландия;24.03.2020;155;12;0;53;12;0
Новая Зеландия;24.04.2020;1461;1118;18;5;23;1
Новая Зеландия;25.01.2020;0;0;0;0;0;0
Новая Зеландия;25.02.2020;0;0;0;0;0;0
Новая Зеландия;25.03.2020;205;22;0;50;10;0
Новая Зеландия;25.04.2020;1470;1142;18;9;24;0
Новая Зеландия;26.01.2020;0;0;0;0;0;0
Новая Зеландия;26.02.2020;0;0;0;0;0;0
Новая Зеландия;26.03.2020;283;27;0;78;5;0
Новая Зеландия;26.04.2020;1469;1180;19;-1;38;1
Новая Зеландия;27.01.2020;0;0;0;0;0;0
Новая Зеландия;27.02.2020;0;0;0;0;0;0
Новая Зеландия;27.03.2020;368;37;0;85;10;0
Новая Зеландия;27.04.2020;1472;1214;19;3;34;0
Новая Зеландия;28.01.2020;0;0;0;0;0;0
Новая Зеландия;28.02.2020;1;0;0;1;0;0
Новая Зеландия;28.03.2020;451;50;0;83;13;0
Новая Зеландия;28.04.2020;1474;1229;19;2;15;0
Новая Зеландия;29.01.2020;0;0;0;0;0;0
Новая Зеландия;29.02.2020;1;0;0;0;0;0
Новая Зеландия;29.03.2020;514;56;1;63;6;1
Новая Зеландия;29.04.2020;1476;1241;19;2;12;0
Новая Зеландия;30.01.2020;0;0;0;0;0;0
Новая Зеландия;30.03.2020;589;63;1;75;7;0
Новая Зеландия;31.01.2020;0;0;0;0;0;0
Новая Зеландия;31.03.2020;647;74;1;58;11;0
Норвегия;01.02.2020;0;0;0;0;0;0
Норвегия;01.03.2020;19;0;0;4;0;0
Норвегия;01.04.2020;4863;13;44;222;0;5
Норвегия;02.02.2020;0;0;0;0;0;0
Норвегия;02.03.2020;25;0;0;6;0;0
Норвегия;02.04.2020;5147;32;50;284;19;6
Норвегия;03.02.2020;0;0;0;0;0;0
Норвегия;03.03.2020;32;0;0;7;0;0
Норвегия;03.04.2020;5370;32;59;223;0;9
Норвегия;04.02.2020;0;0;0;0;0;0
Норвегия;04.03.2020;56;0;0;24;0;0
Норвегия;04.04.2020;5550;32;62;180;0;3
Норвегия;05.02.2020;0;0;0;0;0;0
Норвегия;05.03.2020;87;0;0;31;0;0
Норвегия;05.04.2020;5687;32;71;137;0;9
Норвегия;06.02.2020;0;0;0;0;0;0
Норвегия;06.03.2020;108;0;0;21;0;0
Норвегия;06.04.2020;5865;32;76;178;0;5
Норвегия;07.02.2020;0;0;0;0;0;0
Норвегия;07.03.2020;147;0;0;39;0;0
Норвегия;07.04.2020;6086;32;89;221;0;13
Норвегия;08.02.2020;0;0;0;0;0;0
Норвегия;08.03.2020;176;0;0;29;0;0
Норвегия;08.04.2020;6086;32;101;0;0;12
Норвегия;09.02.2020;0;0;0;0;0;0
Норвегия;09.03.2020;205;1;0;29;1;0
Норвегия;09.04.2020;6211;32;108;125;0;7
Норвегия;10.02.2020;0;0;0;0;0;0
Норвегия;10.03.2020;400;1;0;195;0;0
Норвегия;10.04.2020;6314;32;113;103;0;5
Норвегия;11.02.2020;0;0;0;0;0;0
Норвегия;11.03.2020;598;1;0;198;0;0
Норвегия;11.04.2020;6409;32;119;95;0;6
Норвегия;12.02.2020;0;0;0;0;0;0
Норвегия;12.03.2020;702;1;0;104;0;0
Норвегия;12.04.2020;6525;32;128;116;0;9
Норвегия;13.02.2020;0;0;0;0;0;0
Норвегия;13.03.2020;996;1;0;294;0;0
Норвегия;13.04.2020;6603;32;134;78;0;6
Норвегия;14.02.2020;0;0;0;0;0;0
Норвегия;14.03.2020;1090;1;3;94;0;3
Норвегия;14.04.2020;6623;32;139;20;0;5
Норвегия;15.02.2020;0;0;0;0;0;0
Норвегия;15.03.2020;1221;1;3;131;0;0
Норвегия;15.04.2020;6740;32;150;117;0;11
Норвегия;16.02.2020;0;0;0;0;0;0
Норвегия;16.03.2020;1333;1;3;112;0;0
Норвегия;16.04.2020;6896;32;152;156;0;2
Норвегия;17.02.2020;0;0;0;0;0;0
Норвегия;17.03.2020;1463;1;3;130;0;0
Норвегия;17.04.2020;6937;32;161;41;0;9
Норвегия;18.02.2020;0;0;0;0;0;0
Норвегия;18.03.2020;1550;1;6;87;0;3
Норвегия;18.04.2020;7036;32;164;99;0;3
Норвегия;19.02.2020;0;0;0;0;0;0
Норвегия;19.03.2020;1746;1;7;196;0;1
Норвегия;19.04.2020;7078;32;165;42;0;1
Норвегия;20.02.2020;0;0;0;0;0;0
Норвегия;20.03.2020;1914;1;7;168;0;0
Норвегия;20.04.2020;7156;32;181;78;0;16
Норвегия;21.02.2020;0;0;0;0;0;0
Норвегия;21.03.2020;2118;1;7;204;0;0
Норвегия;21.04.2020;7191;32;182;35;0;1
Норвегия;22.01.2020;0;0;0;0;0;0
Норвегия;22.02.2020;0;0;0;0;0;0
Норвегия;22.03.2020;2385;1;7;267;0;0
Норвегия;22.04.2020;7338;32;187;147;0;5
Норвегия;23.01.2020;0;0;0;0;0;0
Норвегия;23.02.2020;0;0;0;0;0;0
Норвегия;23.03.2020;2621;1;10;236;0;3
Норвегия;23.04.2020;7401;32;194;63;0;7
Норвегия;24.01.2020;0;0;0;0;0;0
Норвегия;24.02.2020;0;0;0;0;0;0
Норвегия;24.03.2020;2863;6;12;242;5;2
Норвегия;24.04.2020;7463;32;199;62;0;5
Норвегия;25.01.2020;0;0;0;0;0;0
Норвегия;25.02.2020;0;0;0;0;0;0
Норвегия;25.03.2020;3084;6;14;221;0;2
Норвегия;25.04.2020;7499;32;201;36;0;2
Норвегия;26.01.2020;0;0;0;0;0;0
Норвегия;26.02.2020;1;0;0;1;0;0
Норвегия;26.03.2020;3369;6;14;285;0;0
Норвегия;26.04.2020;7527;32;201;28;0;0
Норвегия;27.01.2020;0;0;0;0;0;0
Норвегия;27.02.2020;1;0;0;0;0;0
Норвегия;27.03.2020;3755;6;19;386;0;5
Норвегия;27.04.2020;7599;32;205;72;0;4
Норвегия;28.01.2020;0;0;0;0;0;0
Норвегия;28.02.2020;6;0;0;5;0;0
Норвегия;28.03.2020;4015;7;23;260;1;4
Норвегия;28.04.2020;7660;32;206;61;0;1
Норвегия;29.01.2020;0;0;0;0;0;0
Норвегия;29.02.2020;15;0;0;9;0;0
Норвегия;29.03.2020;4284;7;25;269;0;2
Норвегия;29.04.2020;7710;32;207;50;0;1
Норвегия;30.01.2020;0;0;0;0;0;0
Норвегия;30.03.2020;4445;12;32;161;5;7
Норвегия;31.01.2020;0;0;0;0;0;0
Норвегия;31.03.2020;4641;13;39;196;1;7
ОАЭ;01.02.2020;4;0;0;0;0;0
ОАЭ;01.03.2020;21;5;0;0;0;0
ОАЭ;01.04.2020;814;61;8;150;0;2
ОАЭ;02.02.2020;5;0;0;1;0;0
ОАЭ;02.03.2020;21;5;0;0;0;0
ОАЭ;02.04.2020;1024;96;8;210;35;0
ОАЭ;03.02.2020;5;0;0;0;0;0
ОАЭ;03.03.2020;27;5;0;6;0;0
ОАЭ;03.04.2020;1264;108;9;240;12;1
ОАЭ;04.02.2020;5;0;0;0;0;0
ОАЭ;04.03.2020;27;5;0;0;0;0
ОАЭ;04.04.2020;1505;125;10;241;17;1
ОАЭ;05.02.2020;5;0;0;0;0;0
ОАЭ;05.03.2020;29;5;0;2;0;0
ОАЭ;05.04.2020;1799;144;10;294;19;0
ОАЭ;06.02.2020;5;0;0;0;0;0
ОАЭ;06.03.2020;29;5;0;0;0;0
ОАЭ;06.04.2020;2076;167;11;277;23;1
ОАЭ;07.02.2020;5;0;0;0;0;0
ОАЭ;07.03.2020;45;7;0;16;2;0
ОАЭ;07.04.2020;2359;186;12;283;19;1
ОАЭ;08.02.2020;7;0;0;2;0;0
ОАЭ;08.03.2020;45;7;0;0;0;0
ОАЭ;08.04.2020;2659;239;12;300;53;0
ОАЭ;09.02.2020;7;0;0;0;0;0
ОАЭ;09.03.2020;45;7;0;0;0;0
ОАЭ;09.04.2020;2990;268;14;331;29;2
ОАЭ;10.02.2020;8;0;0;1;0;0
ОАЭ;10.03.2020;74;12;0;29;5;0
ОАЭ;10.04.2020;3360;418;16;370;150;2
ОАЭ;11.02.2020;8;0;0;0;0;0
ОАЭ;11.03.2020;74;17;0;0;5;0
ОАЭ;11.04.2020;3736;588;20;376;170;4
ОАЭ;12.02.2020;8;1;0;0;1;0
ОАЭ;12.03.2020;85;17;0;11;0;0
ОАЭ;12.04.2020;4123;680;22;387;92;2
ОАЭ;13.02.2020;8;1;0;0;0;0
ОАЭ;13.03.2020;85;17;0;0;0;0
ОАЭ;13.04.2020;4521;852;25;398;172;3
ОАЭ;14.02.2020;8;1;0;0;0;0
ОАЭ;14.03.2020;85;17;0;0;0;0
ОАЭ;14.04.2020;4933;933;28;412;81;3
ОАЭ;15.02.2020;8;3;0;0;2;0
ОАЭ;15.03.2020;98;23;0;13;6;0
ОАЭ;15.04.2020;5365;1034;33;432;101;5
ОАЭ;16.02.2020;9;4;0;1;1;0
ОАЭ;16.03.2020;98;23;0;0;0;0
ОАЭ;16.04.2020;5825;1095;35;460;61;2
ОАЭ;17.02.2020;9;4;0;0;0;0
ОАЭ;17.03.2020;98;23;0;0;0;0
ОАЭ;17.04.2020;6302;1188;37;477;93;2
ОАЭ;18.02.2020;9;4;0;0;0;0
ОАЭ;18.03.2020;113;26;0;15;3;0
ОАЭ;18.04.2020;6302;1188;37;0;0;0
ОАЭ;19.02.2020;9;4;0;0;0;0
ОАЭ;19.03.2020;140;31;0;27;5;0
ОАЭ;19.04.2020;6781;1286;41;479;98;4
ОАЭ;20.02.2020;9;4;0;0;0;0
ОАЭ;20.03.2020;140;31;2;0;0;2
ОАЭ;20.04.2020;7265;1360;43;484;74;2
ОАЭ;21.02.2020;9;4;0;0;0;0
ОАЭ;21.03.2020;153;38;2;13;7;0
ОАЭ;21.04.2020;7755;1443;46;490;83;3
ОАЭ;22.01.2020;0;0;0;0;0;0
ОАЭ;22.02.2020;13;4;0;4;0;0
ОАЭ;22.03.2020;153;38;2;0;0;0
ОАЭ;22.04.2020;8238;1546;52;483;103;6
ОАЭ;23.01.2020;0;0;0;0;0;0
ОАЭ;23.02.2020;13;4;0;0;0;0
ОАЭ;23.03.2020;198;38;2;45;0;0
ОАЭ;23.04.2020;8756;1637;56;518;91;4
ОАЭ;24.01.2020;0;0;0;0;0;0
ОАЭ;24.02.2020;13;4;0;0;0;0
ОАЭ;24.03.2020;248;45;2;50;7;0
ОАЭ;24.04.2020;9281;1760;64;525;123;8
ОАЭ;25.01.2020;0;0;0;0;0;0
ОАЭ;25.02.2020;13;4;0;0;0;0
ОАЭ;25.03.2020;333;52;2;85;7;0
ОАЭ;25.04.2020;9813;1887;71;532;127;7
ОАЭ;26.01.2020;0;0;0;0;0;0
ОАЭ;26.02.2020;13;4;0;0;0;0
ОАЭ;26.03.2020;333;52;2;0;0;0
ОАЭ;26.04.2020;10349;1978;76;536;91;5
ОАЭ;27.01.2020;0;0;0;0;0;0
ОАЭ;27.02.2020;13;4;0;0;0;0
ОАЭ;27.03.2020;405;52;2;72;0;0
ОАЭ;27.04.2020;10839;2090;82;490;112;6
ОАЭ;28.01.2020;0;0;0;0;0;0
ОАЭ;28.02.2020;19;5;0;6;1;0
ОАЭ;28.03.2020;468;52;2;63;0;0
ОАЭ;28.04.2020;11380;2181;89;541;91;7
ОАЭ;29.01.2020;4;0;0;4;0;0
ОАЭ;29.02.2020;21;5;0;2;0;0
ОАЭ;29.03.2020;570;58;3;102;6;1
ОАЭ;29.04.2020;11929;2329;98;549;148;9
ОАЭ;30.01.2020;4;0;0;0;0;0
ОАЭ;30.03.2020;611;61;5;41;3;2
ОАЭ;31.01.2020;4;0;0;0;0;0
ОАЭ;31.03.2020;664;61;6;53;0;1
Оман;01.02.2020;0;0;0;0;0;0
Оман;01.03.2020;6;1;0;0;0;0
Оман;01.04.2020;210;34;1;18;0;0
Оман;02.02.2020;0;0;0;0;0;0
Оман;02.03.2020;6;1;0;0;0;0
Оман;02.04.2020;231;57;1;21;23;0
Оман;03.02.2020;0;0;0;0;0;0
Оман;03.03.2020;12;2;0;6;1;0
Оман;03.04.2020;252;57;1;21;0;0
Оман;04.02.2020;0;0;0;0;0;0
Оман;04.03.2020;15;2;0;3;0;0
Оман;04.04.2020;277;61;2;25;4;1
Оман;05.02.2020;0;0;0;0;0;0
Оман;05.03.2020;16;2;0;1;0;0
Оман;05.04.2020;298;61;2;21;0;0
Оман;06.02.2020;0;0;0;0;0;0
Оман;06.03.2020;16;2;0;0;0;0
Оман;06.04.2020;331;61;2;33;0;0
Оман;07.02.2020;0;0;0;0;0;0
Оман;07.03.2020;16;2;0;0;0;0
Оман;07.04.2020;371;67;2;40;6;0
Оман;08.02.2020;0;0;0;0;0;0
Оман;08.03.2020;16;2;0;0;0;0
Оман;08.04.2020;419;72;2;48;5;0
Оман;09.02.2020;0;0;0;0;0;0
Оман;09.03.2020;16;2;0;0;0;0
Оман;09.04.2020;457;109;3;38;37;1
Оман;10.02.2020;0;0;0;0;0;0
Оман;10.03.2020;18;9;0;2;7;0
Оман;10.04.2020;484;109;3;27;0;0
Оман;11.02.2020;0;0;0;0;0;0
Оман;11.03.2020;18;9;0;0;0;0
Оман;11.04.2020;546;109;3;62;0;0
Оман;12.02.2020;0;0;0;0;0;0
Оман;12.03.2020;18;9;0;0;0;0
Оман;12.04.2020;599;109;4;53;0;1
Оман;13.02.2020;0;0;0;0;0;0
Оман;13.03.2020;19;9;0;1;0;0
Оман;13.04.2020;727;124;4;128;15;0
Оман;14.02.2020;0;0;0;0;0;0
Оман;14.03.2020;19;9;0;0;0;0
Оман;14.04.2020;813;130;4;86;6;0
Оман;15.02.2020;0;0;0;0;0;0
Оман;15.03.2020;22;9;0;3;0;0
Оман;15.04.2020;910;131;4;97;1;0
Оман;16.02.2020;0;0;0;0;0;0
Оман;16.03.2020;22;9;0;0;0;0
Оман;16.04.2020;1019;176;4;109;45;0
Оман;17.02.2020;0;0;0;0;0;0
Оман;17.03.2020;24;9;0;2;0;0
Оман;17.04.2020;1069;176;6;50;0;2
Оман;18.02.2020;0;0;0;0;0;0
Оман;18.03.2020;39;12;0;15;3;0
Оман;18.04.2020;1180;176;6;111;0;0
Оман;19.02.2020;0;0;0;0;0;0
Оман;19.03.2020;48;12;0;9;0;0
Оман;19.04.2020;1266;233;7;86;57;1
Оман;20.02.2020;0;0;0;0;0;0
Оман;20.03.2020;48;12;0;0;0;0
Оман;20.04.2020;1410;238;7;144;5;0
Оман;21.02.2020;0;0;0;0;0;0
Оман;21.03.2020;52;12;0;4;0;0
Оман;21.04.2020;1508;238;8;98;0;1
Оман;22.01.2020;0;0;0;0;0;0
Оман;22.02.2020;0;0;0;0;0;0
Оман;22.03.2020;55;17;0;3;5;0
Оман;22.04.2020;1614;238;8;106;0;0
Оман;23.01.2020;0;0;0;0;0;0
Оман;23.02.2020;0;0;0;0;0;0
Оман;23.03.2020;66;17;0;11;0;0
Оман;23.04.2020;1716;307;9;102;69;1
Оман;24.01.2020;0;0;0;0;0;0
Оман;24.02.2020;2;0;0;2;0;0
Оман;24.03.2020;84;17;0;18;0;0
Оман;24.04.2020;1790;325;10;74;18;1
Оман;25.01.2020;0;0;0;0;0;0
Оман;25.02.2020;2;0;0;0;0;0
Оман;25.03.2020;99;17;0;15;0;0
Оман;25.04.2020;1905;329;10;115;4;0
Оман;26.01.2020;0;0;0;0;0;0
Оман;26.02.2020;4;0;0;2;0;0
Оман;26.03.2020;109;23;0;10;6;0
Оман;26.04.2020;1998;333;10;93;4;0
Оман;27.01.2020;0;0;0;0;0;0
Оман;27.02.2020;4;0;0;0;0;0
Оман;27.03.2020;131;23;0;22;0;0
Оман;27.04.2020;2049;364;10;51;31;0
Оман;28.01.2020;0;0;0;0;0;0
Оман;28.02.2020;4;0;0;0;0;0
Оман;28.03.2020;152;23;0;21;0;0
Оман;28.04.2020;2131;364;10;82;0;0
Оман;29.01.2020;0;0;0;0;0;0
Оман;29.02.2020;6;1;0;2;1;0
Оман;29.03.2020;167;23;0;15;0;0
Оман;29.04.2020;2274;364;10;143;0;0
Оман;30.01.2020;0;0;0;0;0;0
Оман;30.03.2020;179;29;0;12;6;0
Оман;31.01.2020;0;0;0;0;0;0
Оман;31.03.2020;192;34;1;13;5;1
Пакистан;01.02.2020;0;0;0;0;0;0
Пакистан;01.03.2020;4;0;0;0;0;0
Пакистан;01.04.2020;2118;94;27;180;18;1
Пакистан;02.02.2020;0;0;0;0;0;0
Пакистан;02.03.2020;4;0;0;0;0;0
Пакистан;02.04.2020;2421;125;34;303;31;7
Пакистан;03.02.2020;0;0;0;0;0;0
Пакистан;03.03.2020;5;0;0;1;0;0
Пакистан;03.04.2020;2686;126;40;265;1;6
Пакистан;04.02.2020;0;0;0;0;0;0
Пакистан;04.03.2020;5;0;0;0;0;0
Пакистан;04.04.2020;2818;131;41;132;5;1
Пакистан;05.02.2020;0;0;0;0;0;0
Пакистан;05.03.2020;5;0;0;0;0;0
Пакистан;05.04.2020;3157;211;47;339;80;6
Пакистан;06.02.2020;0;0;0;0;0;0
Пакистан;06.03.2020;6;0;0;1;0;0
Пакистан;06.04.2020;3766;259;53;609;48;6
Пакистан;07.02.2020;0;0;0;0;0;0
Пакистан;07.03.2020;6;0;0;0;0;0
Пакистан;07.04.2020;4035;429;57;269;170;4
Пакистан;08.02.2020;0;0;0;0;0;0
Пакистан;08.03.2020;6;1;0;0;1;0
Пакистан;08.04.2020;4263;467;61;228;38;4
Пакистан;09.02.2020;0;0;0;0;0;0
Пакистан;09.03.2020;6;1;0;0;0;0
Пакистан;09.04.2020;4489;572;65;226;105;4
Пакистан;10.02.2020;0;0;0;0;0;0
Пакистан;10.03.2020;16;1;0;10;0;0
Пакистан;10.04.2020;4695;727;66;206;155;1
Пакистан;11.02.2020;0;0;0;0;0;0
Пакистан;11.03.2020;19;2;0;3;1;0
Пакистан;11.04.2020;5011;762;86;316;35;20
Пакистан;12.02.2020;0;0;0;0;0;0
Пакистан;12.03.2020;20;2;0;1;0;0
Пакистан;12.04.2020;5230;1028;91;219;266;5
Пакистан;13.02.2020;0;0;0;0;0;0
Пакистан;13.03.2020;28;2;0;8;0;0
Пакистан;13.04.2020;5496;1095;93;266;67;2
Пакистан;14.02.2020;0;0;0;0;0;0
Пакистан;14.03.2020;31;2;0;3;0;0
Пакистан;14.04.2020;5837;1378;96;341;283;3
Пакистан;15.02.2020;0;0;0;0;0;0
Пакистан;15.03.2020;53;2;0;22;0;0
Пакистан;15.04.2020;6383;1446;111;546;68;15
Пакистан;16.02.2020;0;0;0;0;0;0
Пакистан;16.03.2020;136;2;0;83;0;0
Пакистан;16.04.2020;6919;1645;128;536;199;17
Пакистан;17.02.2020;0;0;0;0;0;0
Пакистан;17.03.2020;236;2;0;100;0;0
Пакистан;17.04.2020;7025;1765;135;106;120;7
Пакистан;18.02.2020;0;0;0;0;0;0
Пакистан;18.03.2020;299;2;0;63;0;0
Пакистан;18.04.2020;7638;1832;143;613;67;8
Пакистан;19.02.2020;0;0;0;0;0;0
Пакистан;19.03.2020;454;13;2;155;11;2
Пакистан;19.04.2020;8348;1868;168;710;36;25
Пакистан;20.02.2020;0;0;0;0;0;0
Пакистан;20.03.2020;501;13;3;47;0;1
Пакистан;20.04.2020;8418;1970;176;70;102;8
Пакистан;21.02.2020;0;0;0;0;0;0
Пакистан;21.03.2020;730;13;3;229;0;0
Пакистан;21.04.2020;9565;2073;201;1147;103;25
Пакистан;22.01.2020;0;0;0;0;0;0
Пакистан;22.02.2020;0;0;0;0;0;0
Пакистан;22.03.2020;776;5;5;46;-8;2
Пакистан;22.04.2020;10076;2156;212;511;83;11
Пакистан;23.01.2020;0;0;0;0;0;0
Пакистан;23.02.2020;0;0;0;0;0;0
Пакистан;23.03.2020;875;5;6;99;0;1
Пакистан;23.04.2020;11155;2527;237;1079;371;25
Пакистан;24.01.2020;0;0;0;0;0;0
Пакистан;24.02.2020;0;0;0;0;0;0
Пакистан;24.03.2020;972;18;7;97;13;1
Пакистан;24.04.2020;11940;2755;253;785;228;16
Пакистан;25.01.2020;0;0;0;0;0;0
Пакистан;25.02.2020;0;0;0;0;0;0
Пакистан;25.03.2020;1063;21;8;91;3;1
Пакистан;25.04.2020;12723;2866;269;783;111;16
Пакистан;26.01.2020;0;0;0;0;0;0
Пакистан;26.02.2020;2;0;0;2;0;0
Пакистан;26.03.2020;1201;21;9;138;0;1
Пакистан;26.04.2020;13328;2936;281;605;70;12
Пакистан;27.01.2020;0;0;0;0;0;0
Пакистан;27.02.2020;2;0;0;0;0;0
Пакистан;27.03.2020;1373;23;11;172;2;2
Пакистан;27.04.2020;13915;3029;292;587;93;11
Пакистан;28.01.2020;0;0;0;0;0;0
Пакистан;28.02.2020;2;0;0;0;0;0
Пакистан;28.03.2020;1495;29;12;122;6;1
Пакистан;28.04.2020;14612;3233;312;697;204;20
Пакистан;29.01.2020;0;0;0;0;0;0
Пакистан;29.02.2020;4;0;0;2;0;0
Пакистан;29.03.2020;1597;29;14;102;0;2
Пакистан;29.04.2020;15525;3425;343;913;192;31
Пакистан;30.01.2020;0;0;0;0;0;0
Пакистан;30.03.2020;1717;76;21;120;47;7
Пакистан;31.01.2020;0;0;0;0;0;0
Пакистан;31.03.2020;1938;76;26;221;0;5
Панама;01.02.2020;0;0;0;0;0;0
Панама;01.03.2020;0;0;0;0;0;0
Панама;01.04.2020;1181;9;30;0;0;0
Панама;02.02.2020;0;0;0;0;0;0
Панама;02.03.2020;0;0;0;0;0;0
Панама;02.04.2020;1317;9;32;136;0;2
Панама;03.02.2020;0;0;0;0;0;0
Панама;03.03.2020;0;0;0;0;0;0
Панама;03.04.2020;1475;10;37;158;1;5
Панама;04.02.2020;0;0;0;0;0;0
Панама;04.03.2020;0;0;0;0;0;0
Панама;04.04.2020;1673;13;41;198;3;4
Панама;05.02.2020;0;0;0;0;0;0
Панама;05.03.2020;0;0;0;0;0;0
Панама;05.04.2020;1801;13;46;128;0;5
Панама;06.02.2020;0;0;0;0;0;0
Панама;06.03.2020;0;0;0;0;0;0
Панама;06.04.2020;1988;13;54;187;0;8
Панама;07.02.2020;0;0;0;0;0;0
Панама;07.03.2020;0;0;0;0;0;0
Панама;07.04.2020;2100;14;55;112;1;1
Панама;08.02.2020;0;0;0;0;0;0
Панама;08.03.2020;0;0;0;0;0;0
Панама;08.04.2020;2249;16;59;149;2;4
Панама;09.02.2020;0;0;0;0;0;0
Панама;09.03.2020;0;0;0;0;0;0
Панама;09.04.2020;2528;16;63;279;0;4
Панама;10.02.2020;0;0;0;0;0;0
Панама;10.03.2020;1;0;0;1;0;0
Панама;10.04.2020;2752;16;66;224;0;3
Панама;11.02.2020;0;0;0;0;0;0
Панама;11.03.2020;8;0;1;7;0;1
Панама;11.04.2020;2974;17;74;222;1;8
Панама;12.02.2020;0;0;0;0;0;0
Панама;12.03.2020;11;0;1;3;0;0
Панама;12.04.2020;3234;23;79;260;6;5
Панама;13.02.2020;0;0;0;0;0;0
Панама;13.03.2020;27;0;1;16;0;0
Панама;13.04.2020;3400;29;87;166;6;8
Панама;14.02.2020;0;0;0;0;0;0
Панама;14.03.2020;36;0;1;9;0;0
Панама;14.04.2020;3472;61;94;72;32;7
Панама;15.02.2020;0;0;0;0;0;0
Панама;15.03.2020;43;0;1;7;0;0
Панама;15.04.2020;3574;72;95;102;11;1
Панама;16.02.2020;0;0;0;0;0;0
Панама;16.03.2020;55;0;1;12;0;0
Панама;16.04.2020;3751;75;103;177;3;8
Панама;17.02.2020;0;0;0;0;0;0
Панама;17.03.2020;69;0;1;14;0;0
Панама;17.04.2020;4016;98;109;265;23;6
Панама;18.02.2020;0;0;0;0;0;0
Панама;18.03.2020;86;0;1;17;0;0
Панама;18.04.2020;4210;122;116;194;24;7
Панама;19.02.2020;0;0;0;0;0;0
Панама;19.03.2020;109;0;1;23;0;0
Панама;19.04.2020;4273;140;120;63;18;4
Панама;20.02.2020;0;0;0;0;0;0
Панама;20.03.2020;137;0;1;28;0;0
Панама;20.04.2020;4467;165;126;194;25;6
Панама;21.02.2020;0;0;0;0;0;0
Панама;21.03.2020;200;0;1;63;0;0
Панама;21.04.2020;4658;204;136;191;39;10
Панама;22.01.2020;0;0;0;0;0;0
Панама;22.02.2020;0;0;0;0;0;0
Панама;22.03.2020;313;0;3;113;0;2
Панама;22.04.2020;4821;231;141;163;27;5
Панама;23.01.2020;0;0;0;0;0;0
Панама;23.02.2020;0;0;0;0;0;0
Панама;23.03.2020;345;0;6;32;0;3
Панама;23.04.2020;5166;271;146;345;40;5
Панама;24.01.2020;0;0;0;0;0;0
Панама;24.02.2020;0;0;0;0;0;0
Панама;24.03.2020;345;1;6;0;1;0
Панама;24.04.2020;5338;319;154;172;48;8
Панама;25.01.2020;0;0;0;0;0;0
Панама;25.02.2020;0;0;0;0;0;0
Панама;25.03.2020;443;1;8;98;0;2
Панама;25.04.2020;5538;338;159;200;19;5
Панама;26.01.2020;0;0;0;0;0;0
Панама;26.02.2020;0;0;0;0;0;0
Панама;26.03.2020;558;2;8;115;1;0
Панама;26.04.2020;5779;338;165;241;0;6
Панама;27.01.2020;0;0;0;0;0;0
Панама;27.02.2020;0;0;0;0;0;0
Панама;27.03.2020;674;2;9;116;0;1
Панама;27.04.2020;6021;455;167;242;117;2
Панама;28.01.2020;0;0;0;0;0;0
Панама;28.02.2020;0;0;0;0;0;0
Панама;28.03.2020;786;2;14;112;0;5
Панама;28.04.2020;6021;455;167;0;0;0
Панама;29.01.2020;0;0;0;0;0;0
Панама;29.02.2020;0;0;0;0;0;0
Панама;29.03.2020;901;4;17;115;2;3
Панама;29.04.2020;6378;527;178;357;72;11
Панама;30.01.2020;0;0;0;0;0;0
Панама;30.03.2020;989;4;24;88;0;7
Панама;31.01.2020;0;0;0;0;0;0
Панама;31.03.2020;1181;9;30;192;5;6
Папский Престол;01.02.2020;0;0;0;0;0;0
Папский Престол;01.03.2020;0;0;0;0;0;0
Папский Престол;01.04.2020;6;0;0;0;0;0
